Occ_ID,IT_Occupation,Abilities
IT.09.PPM.04,Senior Project Manager,strong organizational and communication skill
IT.09.PPM.04,Senior Project Manager,effective communication skill and leadership quality
IT.09.PPM.04,Senior Project Manager,good analytical with writing and presentation skill
IT.09.PPM.04,Senior Project Manager,strong communication ability including written verbal and presentation skill presentation skill should encompass the ability to structure design and deliver effective presentation in a meeting environment
IT.09.PPM.04,Senior Project Manager,proficient in written and spoken english
IT.09.PPM.04,Senior Project Manager,meticulous with strong attention to detail
IT.09.PPM.04,Senior Project Manager,strong interpersonal skill and extremely resourceful
IT.09.PPM.04,Senior Project Manager,excellent analytical and organization skill
IT.09.PPM.04,Senior Project Manager,strong team player with good written and verbal communication skill
IT.09.PPM.04,Senior Project Manager,excellent leadership communication and interpersonal skill
IT.09.PPM.04,Senior Project Manager,team player with strong organization and people management skill and
IT.09.PPM.04,Senior Project Manager,strong project management skill with ability to manage multiple project concurrently
IT.09.PPM.04,Senior Project Manager,good troubleshooting and problem solving skill
IT.09.PPM.04,Senior Project Manager,meticulous with a strong attention to detail
IT.09.PPM.04,Senior Project Manager,ability to work in a fast paced team oriented environment
IT.09.PPM.04,Senior Project Manager,mentoring junior member of the team
IT.09.PPM.04,Senior Project Manager,vp development lead remittance payment group consumer banking and big data analytics technology technology oper wd28963
IT.09.PPM.04,Senior Project Manager,ability to work effectively a a team
IT.09.PPM.04,Senior Project Manager,posse strong analytical problem solving communication and interpersonal skill
IT.09.PPM.04,Senior Project Manager,effective influencing and negotiation skill
IT.09.PPM.04,Senior Project Manager,vp data engineer group consumer banking and big data analytics technology wd32991
IT.09.PPM.04,Senior Project Manager,ability to work independently and in a team
IT.09.PPM.04,Senior Project Manager,good analytical skill writing and presentation skill and meticulous and multitasker
IT.09.PPM.04,Senior Project Manager,stakeholder management
IT.09.PPM.04,Senior Project Manager,ability to communicate technical information to a non technical audience
IT.09.PPM.04,Senior Project Manager,posse leadership skill in people management
IT.09.PPM.04,Senior Project Manager,good analytical and organisational skill
IT.09.PPM.04,Senior Project Manager,solid organisational skill including attention to detail and multitasking skill
IT.09.PPM.04,Senior Project Manager,excellent client facing and communication skill
IT.09.PPM.04,Senior Project Manager,strong analytical interpersonal and communication skill
IT.09.PPM.04,Senior Project Manager,strong communication skill ability to engage stakeholder on different level of the organization to plan and execute on agreed timeline
IT.09.PPM.04,Senior Project Manager,good communication skill and a team player
IT.09.PPM.04,Senior Project Manager,attention to detail and strong analytical skill
IT.09.PPM.04,Senior Project Manager,excellent written and spoken communication
IT.09.PPM.04,Senior Project Manager,excellent verbal written communication and presentation skill
IT.09.PPM.04,Senior Project Manager,strong analytical skill and ability to work independently
IT.09.PPM.04,Senior Project Manager,strong teamwork and communication skill
IT.09.PPM.04,Senior Project Manager,skill in project management organization communication analytical and people skill
IT.09.PPM.04,Senior Project Manager,good command of spoken and written english
IT.09.PPM.04,Senior Project Manager,team player with excellent communication skill
IT.09.PPM.04,Senior Project Manager,good communication and negotiation skill
IT.09.PPM.04,Senior Project Manager,leadership and strong people and management skill
IT.09.PPM.04,Senior Project Manager,strong leadership quality and interpersonal skill
IT.09.PPM.04,Senior Project Manager,strong stakeholder engagement skill
IT.09.PPM.04,Senior Project Manager,positive personality and good team player
IT.09.PPM.04,Senior Project Manager,ability to work effectively both independently and a part of a team
IT.09.PPM.04,Senior Project Manager,2 good communication documentation organizational and interpersonal skill
IT.09.PPM.04,Senior Project Manager,interpersonal skill with the ability to build effective working relationship with diverse stakeholder
IT.09.PPM.04,Senior Project Manager,good interpersonal skill excellent presentation and project management skill
IT.09.PPM.04,Senior Project Manager,strong negotiation influencing communication and presentation skill
IT.09.PPM.04,Senior Project Manager,strong stakeholder management including vendor management
IT.09.PPM.04,Senior Project Manager,certification in project management pmi pmp is a strong plus
IT.09.PPM.04,Senior Project Manager,proficient verbal and written english skill
IT.09.PPM.04,Senior Project Manager,pmp project management professional
IT.09.PPM.04,Senior Project Manager,interpersonal communication skill
IT.09.PPM.04,Senior Project Manager,excellent oral and written communication
IT.09.PPM.04,Senior Project Manager,strong critical and analytical thinking skill
IT.09.PPM.04,Senior Project Manager,attention to detail and good problem solving skill
IT.09.PPM.04,Senior Project Manager,strong vendor management skill and negotiation skill
IT.09.PPM.04,Senior Project Manager,ability to work a a team player in a fast paced environment
IT.09.PPM.04,Senior Project Manager,strong communication verbal written and negotiation skill
IT.09.PPM.04,Senior Project Manager,strong project management skill with the ability to work and track multiple project simultaneously
IT.09.PPM.04,Senior Project Manager,posse good leadership and organizing skill
IT.09.PPM.04,Senior Project Manager,fluent in written and spoken of english
IT.09.PPM.04,Senior Project Manager,plan and collaborate across different application team to man technical dependency of the solution
IT.09.PPM.04,Senior Project Manager,excellent communication skill both written and verbal
IT.09.PPM.04,Senior Project Manager,1 establish and maintain good relationship with customer
IT.09.PPM.04,Senior Project Manager,self motivated driven a good team player and ability to multi task and
IT.09.PPM.04,Senior Project Manager,strong organisation and time management skill
IT.09.PPM.04,Senior Project Manager,establish and maintain good business relationship with stakeholder to influence and achieve business goal
IT.09.PPM.04,Senior Project Manager,excellent analytical skill strong interpersonal skill and extremely resourceful
IT.09.PPM.04,Senior Project Manager,good project management communication and interpersonal skill
IT.09.PPM.04,Senior Project Manager,strong analytical skill and communication skill
IT.09.PPM.04,Senior Project Manager,strong analytical problem solving skill
IT.09.PPM.04,Senior Project Manager,good command of both spoken and written english
IT.09.PPM.04,Senior Project Manager,team player with good interpersonal and communication skill
IT.09.PPM.04,Senior Project Manager,excellent organizational program and project management skill
IT.09.PPM.04,Senior Project Manager,excellent communication skill both oral and written with ability to pitch idea and influence stakeholder
IT.09.PPM.04,Senior Project Manager,fluent in spoken and written english
IT.09.PPM.04,Senior Project Manager,stakeholder and communication management
IT.09.PPM.04,Senior Project Manager,posse good interpersonal and written communication skill
IT.09.PPM.04,Senior Project Manager,posse good interpersonal verbal and written communication skill
IT.09.PPM.04,Senior Project Manager,strong time management and prioritization skill
IT.09.PPM.04,Senior Project Manager,good team player and positive attitude
IT.09.PPM.04,Senior Project Manager,increased acumen for planning strong time management skill and ability to multi task and manage multiple project
IT.09.PPM.04,Senior Project Manager,strong time management skill with exceptional attention to detail and ability to manage multiple task
IT.09.PPM.04,Senior Project Manager,strong leadership organization and planning skill
IT.09.PPM.04,Senior Project Manager,effective interpersonal and oral communication skill
IT.09.PPM.04,Senior Project Manager,strong stakeholder management and leadership capability
IT.09.PPM.04,Senior Project Manager,strong leadership and people management skill
IT.09.PPM.04,Senior Project Manager,strong analytical management and planning skill
IT.09.PPM.04,Senior Project Manager,build strong customer relationship
IT.09.PPM.04,Senior Project Manager,strong verbal written and presentation skill
IT.09.PPM.04,Senior Project Manager,strong interpersonal skill with the ability to work with different group of stakeholder
IT.09.PPM.04,Senior Project Manager,management and communication with project stakeholder
IT.09.PPM.04,Senior Project Manager,strong interpersonal analytical and communication skill
IT.09.PPM.04,Senior Project Manager,team player with strong communication and interpersonal skill
IT.09.PPM.04,Senior Project Manager,d strong analytical conceptualisation and problem solving skill
IT.09.PPM.04,Senior Project Manager,team player with organization and people management skill and
IT.09.PPM.04,Senior Project Manager,good problem solving and troubleshooting skill
IT.09.PPM.04,Senior Project Manager,strong time management and organisation skill
IT.09.PPM.04,Senior Project Manager,good interpersonal relationship and leadership skill
IT.09.PPM.04,Senior Project Manager,excellent communication skill to articulate solution to technical and non technical audience and get buy in
IT.09.PPM.04,Senior Project Manager,ability to work effectively in a team environment
IT.09.PPM.04,Senior Project Manager,prepare and manage technical implementation plan across application team coordinate technical implementation activity across application team to ensure non event production cutover and adequate post implementation support
IT.09.PPM.04,Senior Project Manager,strong analytical and critical thinking skill
IT.09.PPM.04,Senior Project Manager,n team player with strong organisation and people management skill
IT.09.PPM.04,Senior Project Manager,negotiation and conflict management skill
IT.09.PPM.04,Senior Project Manager,man technical implementation plan across application team coordinate technical implementation activity across application team to ensure non event production cutover and adequate post implementation support
IT.09.PPM.04,Senior Project Manager,strong planning and organizational ability
IT.09.PPM.04,Senior Project Manager,great communication skill and customer centric
IT.09.PPM.04,Senior Project Manager,good problem solving and communication skill
IT.09.PPM.04,Senior Project Manager,excellent oral and writing skill in english
IT.09.PPM.04,Senior Project Manager,strong leadership organisation and planning skill
IT.09.PPM.04,Senior Project Manager,good customer management and communication skill
IT.09.PPM.04,Senior Project Manager,good time management skill in project planning and execution
IT.09.PPM.04,Senior Project Manager,strong analytical and communication skill
IT.09.PPM.04,Senior Project Manager,strong organisational and interpersonal skill
IT.09.PPM.04,Senior Project Manager,excellent communication organizational and time management skill
IT.09.PPM.04,Senior Project Manager,strong vendor management and negotiation skill
IT.09.PPM.04,Senior Project Manager,team player with strong interpersonal skill skilled in developing collaborative relationship
IT.09.PPM.04,Senior Project Manager,strong communication negotiation skill
IT.09.PPM.04,Senior Project Manager,strong influencing and negotiation skill
IT.09.PPM.04,Senior Project Manager,ensure there is sufficient engagement and communication with key stakeholder
IT.09.PPM.04,Senior Project Manager,posse excellent communication and interpersonal skill
IT.09.PPM.04,Senior Project Manager,excellent leadership and interpersonal skill
IT.09.PPM.04,Senior Project Manager,excellent writing and presentation skill
IT.09.PPM.04,Senior Project Manager,a good team player with strong leadership quality
IT.09.PPM.04,Senior Project Manager,strong organisational leadership and interpersonal skill
IT.09.PPM.04,Senior Project Manager,great presentation skill and convincing communicator
IT.09.PPM.04,Senior Project Manager,good leadership decision making communication and organization skill
IT.09.PPM.04,Senior Project Manager,excellent communication and time management skill
IT.09.PPM.04,Senior Project Manager,solid writing and speaking skill in english
IT.09.PPM.04,Senior Project Manager,strong leadership coaching skill and and organzing ability
IT.09.PPM.04,Senior Project Manager,good interpersonal and leadership skill
IT.02.AIBI.03,Data Science Engineer,posse good critical thinking and problem solving skill
IT.02.AIBI.03,Data Science Engineer,good analytical skill and programming skill
IT.02.AIBI.03,Data Science Engineer,team player with good communication skill
IT.02.AIBI.03,Data Science Engineer,team player with strong communication and interpersonal skill
IT.02.AIBI.03,Data Science Engineer,fluency in written and spoken english
IT.02.AIBI.03,Data Science Engineer,strong analytical skill with the ability to collect organize analyse and disseminate significant amount of information with attention to detail and accuracy
IT.02.AIBI.03,Data Science Engineer,strong interpersonal communication and presentation skill
IT.02.AIBI.03,Data Science Engineer,strong decision making and analytical skill
IT.02.AIBI.03,Data Science Engineer,good presentation and writing skill
IT.02.AIBI.03,Data Science Engineer,great communication and teamwork skill
IT.02.AIBI.03,Data Science Engineer,strong programming skill in c c++ and python
IT.02.AIBI.03,Data Science Engineer,excellent presentation skill including oral and written communication skill
IT.02.AIBI.03,Data Science Engineer,strong analytical and critical thinking skill
IT.02.AIBI.03,Data Science Engineer,a good team player with excellent communication skill
IT.02.AIBI.03,Data Science Engineer,strong analytical skill with the ability to collect organize and analyze a significant amount of information with attention to detail and accuracy
IT.02.AIBI.03,Data Science Engineer,excellent communication interpersonal relationship skill and a strong team player
IT.02.AIBI.03,Data Science Engineer,good reading and writing english skill
IT.02.AIBI.03,Data Science Engineer,strong presentation communication skill
IT.02.AIBI.03,Data Science Engineer,team player with good interpersonal and communication skill
IT.02.AIBI.03,Data Science Engineer,excellent verbal and written communication in english
IT.02.AIBI.03,Data Science Engineer,good communicator written and verbal
IT.02.AIBI.03,Data Science Engineer,good interpersonal and communication skill is a must
IT.02.AIBI.03,Data Science Engineer,posse good interpersonal presentation and communication skill
IT.02.AIBI.03,Data Science Engineer,ability to work independently and in a team environment
IT.02.AIBI.03,Data Science Engineer,team player self motivated and the ability to work independently
IT.02.AIBI.03,Data Science Engineer,proficient in written and spoken english
IT.02.AIBI.03,Data Science Engineer,strong analytical skill and critical thinking
IT.02.AIBI.03,Data Science Engineer,strong interpersonal skill and ability to work in a team environment
IT.02.AIBI.03,Data Science Engineer,english writing and speaking skill
IT.02.AIBI.03,Data Science Engineer,fluency in both written and spoken english
IT.02.AIBI.03,Data Science Engineer,excellent communication and stakeholder management skill
IT.02.AIBI.03,Data Science Engineer,strong communication and people skill
IT.02.AIBI.03,Data Science Engineer,ability to work independently and a part of a team
IT.02.AIBI.03,Data Science Engineer,posse strong communication and problem solving skill
IT.02.AIBI.03,Data Science Engineer,e good interpersonal and communication skill
IT.02.AIBI.03,Data Science Engineer,strong analytical and quantitative skill
IT.02.AIBI.03,Data Science Engineer,team player self motivated and proactive
IT.02.AIBI.03,Data Science Engineer,good critical thinking and problem solving skill
IT.02.AIBI.03,Data Science Engineer,strong analytical thinking decision making and problem solving skill
IT.02.AIBI.03,Data Science Engineer,great organizational and time management skill
IT.02.AIBI.03,Data Science Engineer,strong oral and written communication skill
IT.02.AIBI.03,Data Science Engineer,strong communication and interpersonal skill
IT.02.AIBI.03,Data Science Engineer,strong communication skill both verbal and written
IT.02.AIBI.03,Data Science Engineer,good time management and organizational skill
IT.02.AIBI.03,Data Science Engineer,strong stakeholder management and interpersonal skill
IT.02.AIBI.03,Data Science Engineer,posse strong written verbal communication and presentation skill
IT.02.AIBI.03,Data Science Engineer,enhance interpersonal and communication skill
IT.02.AIBI.03,Data Science Engineer,strong programming skill in python c++
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,team player with good interpersonal skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,effective stakeholder management skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,excellent communication skill with the ability to communicate technical matter to a non technical audience
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong analytical and organisational skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong interpersonal communication and sharp analytical skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,good interpersonal and analytical skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,effective time management and organisational skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,excellent interpersonal and teamwork skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,good interpersonal and presentation skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong communication and coordination skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,good interpersonal and stakeholder management skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,analytical critical thinking skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong presentation and communication skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,excellent written and verbal communication skill with the ability to present complex technical information in a clear and concise manner to a variety of audience
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,ability to deliver good presentation negotiation interpersonal and communication skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong project management skill and detailed oriented
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,good presentation and communication skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong analytical and communication skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,effective time management and organizational skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong analytical interpersonal communication and writing skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong writing presentation skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,critical thinking and analytical skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong analytical writing and communication skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,posse strong communication presentation and interpersonal skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong english verbal and written communication skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,good interpersonal skill and a team player
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong communication and interpersonal skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong organization and project management skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong problem solving and analytical skill
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,ability to work independently and in a team
IT.06.IS.01,Compliance And Risk Analyst Or Cybersecuirty Manager,strong oral and written communication skill
IT.09.PPM.03,Project Manager,strong interpersonal and presentation skill
IT.09.PPM.03,Project Manager,posse strong interpersonal and communication skill
IT.09.PPM.03,Project Manager,posse strong verbal and written communication skill
IT.09.PPM.03,Project Manager,excellent communication skill both written and verbal
IT.09.PPM.03,Project Manager,excellent organization and time management skill
IT.09.PPM.03,Project Manager,excellent organizational and time management skill
IT.09.PPM.03,Project Manager,posse strong communication skill in writing and verbal
IT.09.PPM.03,Project Manager,strong communication and presentation skill
IT.09.PPM.03,Project Manager,strong communication and interpersonal skill
IT.09.PPM.03,Project Manager,a good team player with effective communication skill and the ability to work closely with faculty staff and external collaborator
IT.09.PPM.03,Project Manager,good interpersonal and presentation skill
IT.09.PPM.03,Project Manager,strong problem solving and analytical skill
IT.09.PPM.03,Project Manager,strong interpersonal communication skill
IT.09.PPM.03,Project Manager,resourceful analytical and problem solving skill
IT.09.PPM.03,Project Manager,a team player with excellent communication and interpersonal skill
IT.09.PPM.03,Project Manager,good communication skill both verbal and written
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong analytical conceptualisation and problem solving skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,excellent written and oral communication skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong team player and good interpersonal skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,good analytical problem solving skill and communication skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong stakeholder management and communication skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong written and verbal communication skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong communication and presentation skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong communication and interpersonal skill
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong interpersonal skill and ability to engage stakeholder effectively
IT.02.AIBI.00,Bi Developer Or Dw Engineer,strong interpersonal skill and a team player
IT.02.AIBI.00,Bi Developer Or Dw Engineer,excellent listening interpersonal and communication skill
IT.04.DMA.01,Lead Dba,strong analytical and problem solving skill
IT.04.DMA.01,Lead Dba,excellent written and verbal communication skill
IT.04.DMA.01,Lead Dba,good analytical and problem solving skill
IT.04.DMA.01,Lead Dba,good written and verbal communication skill
IT.13.TML.03,Chief Architect,strong analytical conceptualisation and problem solving skill
IT.13.TML.03,Chief Architect,excellent communication skill with a strong ability to interact with all level of customer
IT.13.TML.03,Chief Architect,ability to communicate clearly in both writing and verbally
IT.13.TML.03,Chief Architect,ability to communicate effectively verbally and in writing
IT.13.TML.03,Chief Architect,strong and effective stakeholder management and communication skill
IT.13.TML.03,Chief Architect,excellent communication skill both written and verbal
IT.13.TML.03,Chief Architect,strong analytical and critical thinking skill
IT.13.TML.03,Chief Architect,good interpersonal communication skill
IT.13.TML.03,Chief Architect,strong leadership and organizational skill
IT.13.TML.03,Chief Architect,proficient spoken and written english
IT.13.TML.03,Chief Architect,excellent verbal and written communication skill and a team player
IT.13.TML.03,Chief Architect,good problem solving and communication skill
IT.13.TML.03,Chief Architect,good intercommunication and social skill
IT.13.TML.03,Chief Architect,proficient in written and spoken english
IT.13.TML.03,Chief Architect,good communication skill and ability to work a team player
IT.13.TML.03,Chief Architect,strong organizational and leadership skill
IT.13.TML.03,Chief Architect,team player with effective interpersonal and communication skill
IT.13.TML.03,Chief Architect,strong problem solving and critical thinking skill
IT.13.TML.03,Chief Architect,excellent communication and stakeholder management skill
IT.13.TML.03,Chief Architect,good communication presentation skill
IT.13.TML.03,Chief Architect,strong communication and presentation skill
IT.13.TML.03,Chief Architect,strong communication and interpersonal skill
IT.13.TML.03,Chief Architect,strong problem solving and analytical skill
IT.13.TML.03,Chief Architect,strong oral and written communication skill
IT.05.ERPM.00,Lead Erp Consultant,strong communication skill and a team player
IT.05.ERPM.00,Lead Erp Consultant,ability to work independently or a part of a team
IT.05.ERPM.00,Lead Erp Consultant,written and verbal communication skill in english
IT.05.ERPM.00,Lead Erp Consultant,team player with strong communication and interpersonal skill
IT.05.ERPM.00,Lead Erp Consultant,confident interpersonal skill communication and presentation skill
IT.05.ERPM.00,Lead Erp Consultant,excellent organizational and time management skill
IT.05.ERPM.00,Lead Erp Consultant,strong communication and influencing skill
IT.05.ERPM.00,Lead Erp Consultant,good organisational skill with multi tasking and time management
IT.05.ERPM.00,Lead Erp Consultant,strong verbal and written communication skill in english
IT.05.ERPM.00,Lead Erp Consultant,fluent in english written and verbal
IT.05.ERPM.00,Lead Erp Consultant,excellent written verbal communication skill
IT.05.ERPM.00,Lead Erp Consultant,good problem solving troubleshooting skill
IT.05.ERPM.00,Lead Erp Consultant,superb communication and effective interpersonal skill
IT.05.ERPM.00,Lead Erp Consultant,posse excellent interpersonal and communication skill
IT.05.ERPM.00,Lead Erp Consultant,good communication skill and stakeholder management
IT.05.ERPM.00,Lead Erp Consultant,strong stakeholder management skill
IT.05.ERPM.00,Lead Erp Consultant,good communication interpersonal skill
IT.05.ERPM.00,Lead Erp Consultant,strong problem solving and troubleshooting skill
IT.05.ERPM.00,Lead Erp Consultant,strong analytical and problem solving skill
IT.05.ERPM.00,Lead Erp Consultant,strong interpersonal and communication skill
IT.05.ERPM.00,Lead Erp Consultant,proficient in written and spoken english
IT.05.ERPM.00,Lead Erp Consultant,good interpersonal communication and presentation skill
IT.05.ERPM.00,Lead Erp Consultant,strong analytical and troubleshooting skill
IT.05.ERPM.00,Lead Erp Consultant,good interpersonal skill and teamwork
IT.05.ERPM.00,Lead Erp Consultant,strong communication and presentation skill
IT.05.ERPM.00,Lead Erp Consultant,strong oral and written communication skill
IT.13.TML.02,Principal Architect,good communication and presentation skill both written and oral
IT.13.TML.02,Principal Architect,ability to communicate clearly in both writing and verbally
IT.13.TML.02,Principal Architect,team player with great interpersonal and communication skill
IT.13.TML.02,Principal Architect,team player with good communication skill
IT.13.TML.02,Principal Architect,good communication skill and team player
IT.13.TML.02,Principal Architect,communication and presentation skill
IT.13.TML.02,Principal Architect,excellent analytical and communication skill
IT.13.TML.02,Principal Architect,communication and collaboration skill with the stakeholder
IT.13.TML.02,Principal Architect,good communication presentation and interpersonal skill
IT.13.TML.02,Principal Architect,strong analytical and problem solving skill with the ability to work independently
IT.13.TML.02,Principal Architect,posse strong writing verbal communication and presentation skill 3
IT.13.TML.02,Principal Architect,develop strong interpersonal and communication skill
IT.13.TML.02,Principal Architect,strong analytical and critical thinking skill
IT.13.TML.02,Principal Architect,strong written and verbal communication skill
IT.13.TML.02,Principal Architect,good interpersonal skill and team player
IT.13.TML.02,Principal Architect,strong analytical skill and communication skill
IT.13.TML.02,Principal Architect,strong communication skill and ability to influence to gain consensus from multiple stakeholder when required
IT.13.TML.02,Principal Architect,strong communication presentation and influencing skill
IT.13.TML.02,Principal Architect,must be strong in analytical critical thinking and problem solving skill
IT.13.TML.02,Principal Architect,strong communication and interpersonal skill
IT.13.TML.02,Principal Architect,good interpersonal communication and problem solving skill
IT.13.TML.02,Principal Architect,good presentation communication and writing skill
IT.12.TA.02,Scrum Master,excellent written and verbal communication skill
IT.12.TA.02,Scrum Master,strong analytical conceptualisation and problem solving skill
IT.12.TA.02,Scrum Master,strong interpersonal and communication skill
IT.12.TA.02,Scrum Master,good interpersonal communication and presentation skill
IT.12.TA.02,Scrum Master,strong analytical ability and problem solving skill
IT.12.TA.02,Scrum Master,excellent written and spoken communication skill
IT.10.PDCS.02,Cloud Engineer,excellent problem solving and analytical skill
IT.10.PDCS.02,Cloud Engineer,excellent written and verbal communication skill
IT.10.PDCS.02,Cloud Engineer,excellent analytical and problem solving skill
IT.10.PDCS.02,Cloud Engineer,strong written and verbal communication skill
IT.12.TA.00,Lead Qa Engineer,strong written and verbal communication skill
IT.12.TA.00,Lead Qa Engineer,excellent communication skill a team player
IT.12.TA.00,Lead Qa Engineer,good presentation and communication skill
IT.12.TA.00,Lead Qa Engineer,good communication presentation skill
IT.12.TA.00,Lead Qa Engineer,strong analytical and troubleshooting skill
IT.12.TA.00,Lead Qa Engineer,good written and oral communication skill
IT.12.TA.00,Lead Qa Engineer,strong problem solving and analytical skill
IT.12.TA.00,Lead Qa Engineer,good stakeholder management and communication skill
IT.12.TA.00,Lead Qa Engineer, good communication skill presentation skill negotiation skill and stakeholder management
IT.12.TA.00,Lead Qa Engineer,strong interpersonal skill with the ability to work both independently and a part of a team
IT.12.TA.00,Lead Qa Engineer,ability to work in team and independently
IT.01.AD.00,Mobile Developer,excellent written and verbal communication skill
IT.01.AD.00,Mobile Developer,excellent written and oral communication skill
IT.01.AD.00,Mobile Developer,strong analytical and problem solving skill
IT.01.AD.00,Mobile Developer,collaborating with cross functional team to define design and ship new feature
IT.01.AD.00,Mobile Developer,mobile io and android app development
IT.01.AD.00,Mobile Developer,collaborate with cross functional team to define design and ship new feature
IT.01.AD.00,Mobile Developer,application to io or android platform
IT.01.AD.00,Mobile Developer,good analytical and problem solving skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,leadership and strong communication skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,strong interpersonal analytical and communication skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,good at teamwork and communication skill with ability to work under pressure
IT.02.AIBI.01,Bi Lead Or Dw Lead,strong communication interpersonal skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,excellent communication skill both written and oral
IT.02.AIBI.01,Bi Lead Or Dw Lead,d strong analytical conceptualisation and problem solving skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,strong interpersonal communication and presentation skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,good interpersonal communication and customer service skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,analytical and communication skill
IT.02.AIBI.01,Bi Lead Or Dw Lead,excellent communication skill both written and verbal
IT.02.AIBI.01,Bi Lead Or Dw Lead,stakeholder management negotiation communication skill
